0	4999
2	4998
3	4997
4	4996
5	4995
6	4994
7	4993
8	4992
10	4991
11	4990
13	4989
14	4988
15	4987
17	4986
18	4985
19	4984
20	4983
21	4982
22	4981
23	4980
24	4979
25	4978
26	4977
27	4976
29	4975
30	4974
31	4973
32	4972
33	4971
35	4970
36	4969
37	4968
38	4967
39	4966
40	4965
42	4964
43	4963
44	4962
45	4961
46	4960
47	4959
48	4958
49	4957
50	4956
51	4955
52	4954
53	4953
55	4952
56	4951
57	4950
58	4949
59	4948
60	4947
61	4946
62	4945
63	4944
64	4943
66	4942
67	4941
68	4940
69	4939
70	4938
71	4937
72	4936
73	4935
74	4934
75	4933
78	4932
79	4931
80	4930
81	4929
82	4928
84	4927
85	4926
86	4925
87	4924
88	4923
92	4922
93	4921
94	4920
95	4919
96	4918
97	4917
98	4916
99	4915
100	4914
101	4913
102	4912
104	4911
105	4910
106	4909
107	4908
108	4907
109	4906
110	4905
111	4904
112	4903
113	4902
114	4901
117	4900
118	4899
119	4898
120	4897
121	4896
123	4895
124	4894
125	4893
126	4892
127	4891
128	4890
129	4889
130	4888
131	4887
132	4886
133	4885
134	4884
135	4883
136	4882
138	4881
139	4880
140	4879
141	4878
143	4877
144	4876
145	4875
147	4874
148	4873
149	4872
150	4871
151	4870
152	4869
153	4868
154	4867
155	4866
156	4865
157	4864
158	4863
159	4862
160	4861
161	4860
162	4859
164	4858
165	4857
166	4856
167	4855
168	4854
169	4853
170	4852
172	4851
177	4850
178	4849
181	4848
182	4847
183	4846
184	4845
185	4844
186	4843
188	4842
189	4841
190	4840
191	4839
193	4838
194	4837
195	4836
196	4835
197	4834
200	4833
202	4832
203	4831
204	4830
205	4829
206	4828
207	4827
208	4826
209	4825
210	4824
211	4823
212	4822
213	4821
214	4820
215	4819
216	4818
217	4817
218	4816
219	4815
220	4814
221	4813
222	4812
223	4811
224	4810
225	4809
226	4808
227	4807
228	4806
229	4805
230	4804
231	4803
232	4802
233	4801
234	4800
235	4799
237	4798
238	4797
239	4796
240	4795
241	4794
242	4793
243	4792
244	4791
246	4790
248	4789
249	4788
250	4787
251	4786
252	4785
254	4784
255	4783
257	4782
258	4781
259	4780
260	4779
261	4778
262	4777
263	4776
264	4775
265	4774
266	4773
267	4772
268	4771
269	4770
271	4769
273	4768
274	4767
275	4766
276	4765
277	4764
278	4763
279	4762
280	4761
281	4760
282	4759
283	4758
284	4757
285	4756
286	4755
287	4754
288	4753
289	4752
290	4751
292	4750
293	4749
294	4748
295	4747
296	4746
297	4745
298	4744
301	4743
302	4742
303	4741
305	4740
306	4739
307	4738
308	4737
309	4736
310	4735
311	4734
312	4733
314	4732
315	4731
316	4730
317	4729
318	4728
321	4727
322	4726
323	4725
324	4724
325	4723
326	4722
327	4721
328	4720
330	4719
331	4718
332	4717
334	4716
335	4715
336	4714
337	4713
338	4712
339	4711
340	4710
341	4709
342	4708
344	4707
345	4706
346	4705
347	4704
348	4703
349	4702
351	4701
352	4700
354	4699
355	4698
356	4697
357	4696
358	4695
359	4694
360	4693
363	4692
364	4691
365	4690
366	4689
368	4688
369	4687
370	4686
371	4685
372	4684
373	4683
374	4682
376	4681
377	4680
378	4679
379	4678
380	4677
381	4676
383	4675
384	4674
385	4673
386	4672
387	4671
388	4670
389	4669
391	4668
392	4667
393	4666
394	4665
395	4664
397	4663
398	4662
399	4661
400	4660
401	4659
402	4658
403	4657
404	4656
405	4655
406	4654
408	4653
411	4652
412	4651
413	4650
415	4649
416	4648
417	4647
418	4646
419	4645
420	4644
421	4643
422	4642
423	4641
424	4640
425	4639
427	4638
428	4637
430	4636
431	4635
432	4634
436	4633
437	4632
438	4631
440	4630
441	4629
442	4628
443	4627
444	4626
445	4625
446	4624
447	4623
448	4622
449	4621
450	4620
451	4619
453	4618
455	4617
456	4616
457	4615
458	4614
459	4613
460	4612
461	4611
462	4610
463	4609
464	4608
465	4607
466	4606
467	4605
469	4604
470	4603
471	4602
473	4601
474	4600
475	4599
476	4598
478	4597
479	4596
481	4595
483	4594
484	4593
485	4592
487	4591
488	4590
489	4589
490	4588
491	4587
492	4586
493	4585
494	4584
495	4583
496	4582
498	4581
499	4580
500	4579
501	4578
503	4577
504	4576
506	4575
508	4574
509	4573
510	4572
511	4571
512	4570
513	4569
514	4568
515	4567
516	4566
518	4565
520	4564
521	4563
522	4562
523	4561
524	4560
525	4559
526	4558
529	4557
531	4556
536	4555
537	4554
538	4553
539	4552
540	4551
541	4550
542	4549
543	4548
544	4547
546	4546
548	4545
550	4544
552	4543
553	4542
555	4541
557	4540
558	4539
559	4538
561	4537
562	4536
563	4535
564	4534
565	4533
566	4532
567	4531
569	4530
570	4529
571	4528
572	4527
573	4526
578	4525
579	4524
580	4523
581	4522
582	4521
583	4520
584	4519
585	4518
586	4517
587	4516
592	4515
593	4514
594	4513
595	4512
596	4511
597	4510
598	4509
599	4508
600	4507
601	4506
602	4505
603	4504
604	4503
605	4502
606	4501
607	4500
608	4499
609	4498
611	4497
613	4496
614	4495
615	4494
616	4493
617	4492
618	4491
619	4490
621	4489
622	4488
623	4487
624	4486
625	4485
627	4484
628	4483
629	4482
630	4481
631	4480
633	4479
634	4478
635	4477
636	4476
637	4475
638	4474
639	4473
640	4472
641	4471
642	4470
643	4469
644	4468
645	4467
646	4466
647	4465
648	4464
649	4463
650	4462
651	4461
652	4460
653	4459
654	4458
655	4457
656	4456
657	4455
658	4454
660	4453
662	4452
663	4451
664	4450
665	4449
666	4448
668	4447
669	4446
670	4445
671	4444
672	4443
674	4442
675	4441
676	4440
677	4439
678	4438
679	4437
680	4436
681	4435
682	4434
683	4433
684	4432
685	4431
686	4430
688	4429
689	4428
690	4427
691	4426
692	4425
693	4424
694	4423
697	4422
699	4421
701	4420
703	4419
705	4418
706	4417
707	4416
709	4415
710	4414
711	4413
712	4412
713	4411
715	4410
716	4409
717	4408
719	4407
720	4406
721	4405
723	4404
725	4403
726	4402
728	4401
730	4400
731	4399
733	4398
734	4397
735	4396
736	4395
738	4394
739	4393
740	4392
741	4391
742	4390
743	4389
744	4388
745	4387
746	4386
747	4385
748	4384
749	4383
751	4382
752	4381
753	4380
754	4379
755	4378
756	4377
757	4376
759	4375
760	4374
761	4373
762	4372
763	4371
764	4370
765	4369
766	4368
767	4367
768	4366
769	4365
771	4364
772	4363
773	4362
774	4361
775	4360
777	4359
779	4358
780	4357
781	4356
782	4355
784	4354
785	4353
786	4352
787	4351
788	4350
789	4349
791	4348
792	4347
793	4346
794	4345
795	4344
796	4343
797	4342
798	4341
799	4340
800	4339
801	4338
802	4337
803	4336
804	4335
805	4334
806	4333
807	4332
808	4331
809	4330
810	4329
811	4328
812	4327
813	4326
814	4325
815	4324
816	4323
817	4322
818	4321
820	4320
821	4319
822	4318
823	4317
824	4316
825	4315
826	4314
828	4313
829	4312
830	4311
831	4310
834	4309
835	4308
837	4307
839	4306
840	4305
841	4304
842	4303
844	4302
845	4301
846	4300
847	4299
848	4298
849	4297
850	4296
851	4295
852	4294
853	4293
854	4292
855	4291
856	4290
857	4289
858	4288
860	4287
861	4286
862	4285
863	4284
864	4283
865	4282
866	4281
867	4280
868	4279
870	4278
871	4277
874	4276
875	4275
876	4274
877	4273
878	4272
879	4271
881	4270
882	4269
883	4268
884	4267
885	4266
886	4265
887	4264
888	4263
889	4262
890	4261
891	4260
892	4259
894	4258
896	4257
897	4256
898	4255
899	4254
901	4253
902	4252
903	4251
904	4250
906	4249
907	4248
908	4247
909	4246
910	4245
911	4244
912	4243
913	4242
914	4241
915	4240
916	4239
917	4238
918	4237
920	4236
921	4235
923	4234
924	4233
926	4232
927	4231
928	4230
929	4229
930	4228
931	4227
932	4226
933	4225
934	4224
935	4223
939	4222
941	4221
942	4220
943	4219
944	4218
945	4217
947	4216
948	4215
949	4214
950	4213
951	4212
952	4211
953	4210
954	4209
955	4208
956	4207
957	4206
958	4205
959	4204
960	4203
961	4202
962	4201
963	4200
965	4199
966	4198
968	4197
969	4196
970	4195
972	4194
973	4193
974	4192
975	4191
976	4190
977	4189
978	4188
979	4187
980	4186
981	4185
982	4184
983	4183
984	4182
985	4181
986	4180
987	4179
988	4178
989	4177
990	4176
991	4175
992	4174
993	4173
995	4172
996	4171
997	4170
998	4169
999	4168
1000	4167
1001	4166
1002	4165
1003	4164
1006	4163
1008	4162
1009	4161
1012	4160
1013	4159
1015	4158
1017	4157
1018	4156
1020	4155
1021	4154
1022	4153
1025	4152
1026	4151
1028	4150
1029	4149
1030	4148
1031	4147
1032	4146
1033	4145
1034	4144
1035	4143
1036	4142
1038	4141
1040	4140
1041	4139
1043	4138
1044	4137
1045	4136
1046	4135
1047	4134
1048	4133
1049	4132
1051	4131
1052	4130
1053	4129
1054	4128
1055	4127
1057	4126
1058	4125
1059	4124
1060	4123
1061	4122
1062	4121
1063	4120
1064	4119
1065	4118
1066	4117
1067	4116
1068	4115
1069	4114
1071	4113
1072	4112
1073	4111
1074	4110
1075	4109
1076	4108
1077	4107
1078	4106
1079	4105
1080	4104
1081	4103
1082	4102
1083	4101
1084	4100
1085	4099
1086	4098
1087	4097
1088	4096
1089	4095
1090	4094
1091	4093
1092	4092
1093	4091
1095	4090
1096	4089
1097	4088
1098	4087
1099	4086
1100	4085
1101	4084
1102	4083
1103	4082
1104	4081
1105	4080
1106	4079
1107	4078
1108	4077
1109	4076
1110	4075
1111	4074
1112	4073
1113	4072
1114	4071
1115	4070
1116	4069
1117	4068
1119	4067
1120	4066
1121	4065
1122	4064
1123	4063
1124	4062
1125	4061
1126	4060
1127	4059
1128	4058
1130	4057
1131	4056
1132	4055
1134	4054
1135	4053
1136	4052
1137	4051
1138	4050
1139	4049
1140	4048
1141	4047
1142	4046
1143	4045
1145	4044
1146	4043
1147	4042
1148	4041
1149	4040
1150	4039
1151	4038
1152	4037
1153	4036
1154	4035
1155	4034
1156	4033
1157	4032
1158	4031
1159	4030
1160	4029
1161	4028
1162	4027
1163	4026
1164	4025
1166	4024
1167	4023
1168	4022
1169	4021
1170	4020
1171	4019
1172	4018
1174	4017
1175	4016
1176	4015
1177	4014
1178	4013
1179	4012
1180	4011
1181	4010
1183	4009
1184	4008
1185	4007
1186	4006
1187	4005
1188	4004
1189	4003
1190	4002
1191	4001
1192	4000
1194	3999
1196	3998
1197	3997
1198	3996
1199	3995
1200	3994
1201	3993
1202	3992
1203	3991
1206	3990
1207	3989
1208	3988
1210	3987
