0	4999
1	4998
2	4997
3	4996
4	4995
5	4994
7	4993
8	4992
9	4991
10	4990
11	4989
12	4988
13	4987
14	4986
15	4985
16	4984
17	4983
18	4982
19	4981
20	4980
21	4979
22	4978
23	4977
24	4976
25	4975
26	4974
27	4973
28	4972
30	4971
31	4970
33	4969
34	4968
35	4967
36	4966
37	4965
38	4964
39	4963
41	4962
42	4961
44	4960
45	4959
46	4958
47	4957
48	4956
49	4955
50	4954
51	4953
53	4952
54	4951
55	4950
56	4949
57	4948
58	4947
59	4946
62	4945
63	4944
64	4943
65	4942
67	4941
68	4940
69	4939
70	4938
71	4937
72	4936
74	4935
75	4934
76	4933
77	4932
78	4931
79	4930
80	4929
81	4928
82	4927
84	4926
85	4925
86	4924
87	4923
88	4922
90	4921
91	4920
92	4919
93	4918
94	4917
96	4916
97	4915
100	4914
101	4913
102	4912
103	4911
104	4910
105	4909
106	4908
107	4907
109	4906
110	4905
111	4904
112	4903
113	4902
114	4901
115	4900
116	4899
117	4898
118	4897
119	4896
120	4895
121	4894
122	4893
123	4892
124	4891
126	4890
127	4889
128	4888
129	4887
130	4886
131	4885
132	4884
133	4883
134	4882
135	4881
136	4880
137	4879
138	4878
139	4877
141	4876
142	4875
143	4874
144	4873
145	4872
147	4871
148	4870
149	4869
151	4868
152	4867
153	4866
154	4865
156	4864
157	4863
158	4862
159	4861
160	4860
161	4859
162	4858
164	4857
165	4856
166	4855
167	4854
169	4853
171	4852
172	4851
173	4850
174	4849
175	4848
177	4847
180	4846
181	4845
182	4844
183	4843
184	4842
185	4841
188	4840
189	4839
190	4838
191	4837
192	4836
193	4835
194	4834
195	4833
197	4832
199	4831
200	4830
201	4829
203	4828
204	4827
205	4826
207	4825
208	4824
209	4823
210	4822
211	4821
213	4820
214	4819
215	4818
216	4817
218	4816
219	4815
220	4814
221	4813
224	4812
225	4811
226	4810
227	4809
228	4808
229	4807
230	4806
231	4805
232	4804
233	4803
234	4802
235	4801
236	4800
239	4799
240	4798
241	4797
242	4796
243	4795
245	4794
246	4793
247	4792
248	4791
249	4790
250	4789
251	4788
252	4787
253	4786
254	4785
255	4784
256	4783
257	4782
258	4781
259	4780
260	4779
261	4778
262	4777
263	4776
264	4775
265	4774
266	4773
270	4772
271	4771
272	4770
274	4769
275	4768
276	4767
277	4766
278	4765
280	4764
281	4763
282	4762
283	4761
284	4760
285	4759
286	4758
287	4757
288	4756
289	4755
290	4754
291	4753
292	4752
293	4751
294	4750
295	4749
296	4748
297	4747
298	4746
299	4745
300	4744
301	4743
303	4742
304	4741
305	4740
306	4739
307	4738
308	4737
309	4736
312	4735
316	4734
317	4733
318	4732
320	4731
323	4730
324	4729
325	4728
326	4727
327	4726
328	4725
329	4724
330	4723
331	4722
332	4721
333	4720
334	4719
335	4718
336	4717
338	4716
339	4715
340	4714
343	4713
344	4712
345	4711
346	4710
347	4709
348	4708
349	4707
350	4706
351	4705
352	4704
353	4703
355	4702
357	4701
358	4700
359	4699
360	4698
361	4697
362	4696
363	4695
364	4694
366	4693
367	4692
369	4691
371	4690
373	4689
374	4688
375	4687
376	4686
378	4685
379	4684
381	4683
382	4682
383	4681
385	4680
388	4679
389	4678
390	4677
391	4676
392	4675
393	4674
394	4673
395	4672
396	4671
397	4670
398	4669
399	4668
400	4667
401	4666
403	4665
405	4664
406	4663
408	4662
409	4661
410	4660
411	4659
412	4658
415	4657
416	4656
417	4655
418	4654
419	4653
420	4652
421	4651
422	4650
424	4649
426	4648
428	4647
430	4646
431	4645
432	4644
433	4643
434	4642
435	4641
436	4640
437	4639
438	4638
439	4637
440	4636
441	4635
442	4634
443	4633
445	4632
446	4631
447	4630
448	4629
449	4628
450	4627
451	4626
452	4625
453	4624
454	4623
455	4622
456	4621
457	4620
458	4619
459	4618
460	4617
462	4616
463	4615
464	4614
465	4613
466	4612
467	4611
468	4610
469	4609
470	4608
471	4607
472	4606
473	4605
474	4604
475	4603
476	4602
477	4601
479	4600
481	4599
482	4598
483	4597
484	4596
485	4595
486	4594
487	4593
488	4592
489	4591
490	4590
491	4589
492	4588
493	4587
494	4586
495	4585
496	4584
497	4583
498	4582
499	4581
500	4580
501	4579
504	4578
505	4577
506	4576
507	4575
508	4574
509	4573
510	4572
512	4571
513	4570
514	4569
515	4568
516	4567
518	4566
519	4565
521	4564
522	4563
523	4562
524	4561
526	4560
529	4559
530	4558
531	4557
533	4556
534	4555
536	4554
537	4553
538	4552
539	4551
540	4550
541	4549
543	4548
544	4547
545	4546
546	4545
549	4544
550	4543
551	4542
552	4541
553	4540
554	4539
556	4538
557	4537
558	4536
